id_transacao
13021425
13033564
13042284
13020052
13031638
13042596
13022815
13039308
13030114
13040630
13028521
13022228
13019230
13035992
13049698
13020446
13046638
13024678
13021129
13021235
13049313
13036757
13021239
13019359
13037414
13035765
13022676
13022036
13049342
13031325
13024684
13026786
13031710
13046573
13038100
13045529
13020625
13033576
13014732
13026333
13035889
13046349
13016480
13047247
13028468
13016005
13048868
13026561
13021361
13020488
13014725
13031983
13034083
13038623
13021405
13030118
13033447
13037780
13033546
13019630
13018939
13016491
13033536
13027915
13017457
13038075
13049744
13038421
13048848
13030001
13016654
13028558
13028207
13037810
13041086
13022394
13021384
13049805
13022620
13015130
13017601
13022313
13042765
13014907
13051342
13044789
13026841
13021099
13042118
13022821
13049847
13045725
13013397
13046730
13023178
13013262
13019441
13047686
13020328
13041612
13021955
13033582
13018776
13019668
13016553
13028085
13022192
13027467
13024040
13036183
13015983
13041399
13033008
13015792
13022362
13021893
